,Numero,Direccion,EntidadFederativaId,MunicipioId,Nombre,Apoyo 2
461,PL/10167/EXP/ES/2015,Carretera Federal No. 15 Tepic-Mazatlán No. 5 Nort Km 57.60,Nayarit,Santiago Ixcuintla,RICARDO ESQUIVEL CASTAÑEDA,10167
464,PL/10168/EXP/ES/2015,Km 0.5 Carretera Laplacita-Lázaro Cárdenas S/N,Michoacán de Ocampo,Aquila,Lubricantes y Combustibles de la Costa SA de CV,10168
466,PL/10169/EXP/ES/2015,Carretera Eldorado-Culiacan Km 40,Sinaloa,Culiacán,"SERVICIOS RANCHEZ, SA DE CV",10169
468,PL/1017/EXP/ES/2015,Juárez No. 35,Jalisco,Sayula,"COMBU-EXPRESS, S.A. DE C.V.",1017
470,PL/10170/EXP/ES/2015,Km 42 Carretera Guadalajara-La Barca,Jalisco,Chapala,SERVICIO ROHEL SA DE CV,10170
473,PL/10171/EXP/ES/2015,Carretera Zumpango Apaxco No. 13,México,Tequixquiac,Gasolineria el rosario S.A. de C.V.,10171
476,PL/10172/EXP/ES/2015,Avenida Ignacio Sandoval No. 1670,Colima,Colima,GASOLINERA REAL VISTA HERMOSA II S. DE R.L DE C.V.,10172
479,PL/10173/EXP/ES/2015,Francisco I. Madero No. 112,Hidalgo,Cuautepec de Hinojosa,"HIDROCARBUROS HIDALGUENSES, S.A. DE C.V.",10173
482,PL/10174/EXP/ES/2015,Carretera Tepalcatepec-Coalcoman Km 13.8,Michoacán de Ocampo,Tepalcatepec,GASOLINERA SAN ISIDRO TEPALCATEPEC S.A de C.V.,10174
485,PL/10175/EXP/ES/2015,Carretera Estatal Tulancingo Cuautepec No. 3560 Km 3.00 Margen Derecho,Hidalgo,Tulancingo de Bravo,"HIDROCARBUROS HIDALGUENSES, S.A. DE C.V.",10175
488,PL/10176/EXP/ES/2015,Carretera Álvaro Obregón-Bachiniva Campo 101,Chihuahua,Cuauhtémoc,Multiservicios los Cienes S.A. de C.V.,10176
491,PL/10177/EXP/ES/2015,Eugenio Garza Sada No. 3809,Nuevo León,Monterrey,GASOLINERA JAG SA DE CV,10177
493,PL/10178/EXP/ES/2015,Oleoducto No. 101,Guanajuato,León,JUAN CARLOS LOMELIN ALBA,10178
496,PL/10179/EXP/ES/2015,Constitución S/N,Sonora,Banámichi,MAC Servicios del Rio Banamichi S A de C V ,10179
498,PL/1018/EXP/ES/2015,Paseo Constituyentes Parcela 25 Z-10 P1-2,Querétaro,Corregidora,Inmobiliaria Igova SA de CV,1018
501,PL/10180/EXP/ES/2015,Boulevard Ciudad Industrial Esquina Boulevard Las Torres Sn,Guanajuato,León,JUAN CARLOS LOMELIN ALBA,10180
504,PL/10181/EXP/ES/2015,Boulevard Agua Caliente No. 10317,Baja California,Tijuana,Estacion Chapultepec S de RL ,10181
506,PL/10182/EXP/ES/2015,Avenida Plan de Ayala No. 1218,Morelos,Cuernavaca,"Servicio TREBOL, S.A.",10182
508,PL/10183/EXP/ES/2015,Boulevard Orozco Y Jimenez 2494,Jalisco,Lagos de Moreno,SERVICIOS MABEL SA DE CV,10183
512,PL/10184/EXP/ES/2015,Carretera Cuernavaca-Cuautla Km 26,Morelos,Yautepec,GRUPO QUINRA S.A. DE C.V.,10184
515,PL/10185/EXP/ES/2015,Carretera Panamericana Federal Libre México Queretaro Km 86+500 No. 28,México,Acambay de Ruíz Castañeda,EZEQUIEL ANTONIO FLORES GONZALEZ,10185
517,PL/10186/EXP/ES/2015,Calzada de La Viga No. 1395,Ciudad de México,Iztapalapa,"INMOBILIARIA CORSAL, SA DE CV",10186
519,PL/10187/EXP/ES/2015,Via Rapida Al Aeropuerto Km 8,Nuevo León,Apodaca,GRUPO SEPULVEDA ELIZONDO S.A. DE C.V.,10187
522,PL/10188/EXP/ES/2015,Avenida Revolución No. 2023,Baja California,Tijuana,ALEJANNDRO BORJA GONZALEZ SUCESION TESTAMENTARIA,10188
524,PL/10189/EXP/ES/2015,Boulevard Juventino Rosas No. 300 Poniente,Guanajuato,San Francisco del Rincón,LUIS GERARDO HERNANDEZ ESPINOSA,10189
527,PL/1019/EXP/ES/2015,Avenida Nacional Km 31.5,México,Tecámac,Servicio Tecamac San Cipriano SA de CV,1019
530,PL/10190/EXP/ES/2015,Boulevard Gustavo Salinas No. 4229,Baja California,Tijuana,ALEJANNDRO BORJA GONZALEZ SUCESION TESTAMENTARIA,10190
532,PL/10191/EXP/ES/2015,Km 44+400 C.D.Puente de Ixtla-Iguala,Morelos,Amacuzac,GASOGRUPO EXCAM SA DE CV,10191
535,PL/10192/EXP/ES/2015,Avenida Vicente Guerrero No. 118,Baja California,Mexicali,MANUEL DE JESUS LOPEZ CERECER,10192
537,PL/10193/EXP/ES/2015,Boulevard Francisco I. Madero Acera Norte No. 3487 Oriente,Sinaloa,Culiacán,777 MSI DIAMANTE SA DE CV,10193
540,PL/10194/EXP/ES/2015,Emilio Carranza Y Mina S/N,Coahuila de Zaragoza,Piedras Negras,RICARDO MARTINEZ QUEZADA,10194
543,PL/10195/EXP/ES/2015,Autopista Guadalajara - Colima Km 95.70,Jalisco,Zapotiltic,"COMBUSTIBLES CARRETEROS CARCO, S.A. DE C.V.",10195
546,PL/10196/EXP/ES/2015,Carretera Los Mochis Topolobampo Km 11.5,Sinaloa,Ahome,TRANSPORTADORA DE COMBUSTIBLES TOPOLOBAMEX SA DE CV,10196
549,PL/10197/EXP/ES/2015,Km 80.400 Autopista México-Acapulco,Morelos,Cuernavaca,"Gufersa, S.A. de C.V.",10197
551,PL/10198/EXP/ES/2015,Boulevard Cuauhnahuac Esquinaeje Norte Sur Lt. 8 Mz. 18,Morelos,Cuernavaca,"Gasolinera CIVAC, S.A.",10198
553,PL/10199/EXP/ES/2015,Aldama Esquina Escobedo No. 339,Tamaulipas,Reynosa,CORPORATIVO DE MULTISERVICIOS NACIONALES S.A DE C.,10199
555,PL/1020/EXP/ES/2015,Boulevard Emiliano Zapata No. 45 H,México,Ecatepec de Morelos,Servicio Gomasa SA de CV,1020
558,PL/10200/EXP/ES/2015,Avenida José Tomas Cuellar No. 3,Ciudad de México,Cuauhtémoc,NACIONAL DE COMBUSTIBLES Y LUBRICANTES S.A. DE C.V,10200
561,PL/10201/EXP/ES/2015,Lt. 1 Mz. 60 Esquina Calle Industrial Y N. Bravo.,Veracruz de Ignacio de la Llave,Playa Vicente,VICENTE RAMIREZ ACOSTA,10201
563,PL/10202/EXP/ES/2015,Avenida Hidalgo 4107,Tamaulipas,Tampico,"GRUPO GASOLINERO Y AUTOMOTRIZ DE TAMAULIPAS, S.A. DE C.V.",10202
565,PL/10203/EXP/ES/2015,Simbolos Patrios No. 1015,Oaxaca,Oaxaca de Juárez,"Gasolinera Rodriguez Marron,S.A. de C.V.",10203
568,PL/10204/EXP/ES/2015,Libramiento Naciones Unidas No. 1048 (Proximo a Fraccionamientovillareal) Km,Tamaulipas,Victoria,MARIA LUISA HERANDEZ DEL ANGEL,10204
571,PL/10205/EXP/ES/2015,Avenida Morelos No. 400 Esquina Ocampo Poniente,Morelos,Cuernavaca,SCOTTO BOETANI SA DE CV,10205
573,PL/10206/EXP/ES/2015,Carretera Chalco a Santa María Huexoculco P180 Z1 P1/3,México,Chalco,Inmobiliaria Canutillo SA de CV,10206
576,PL/10207/EXP/ES/2015,Francisco Espejel No. 2,Ciudad de México,Venustiano Carranza,JOSE IGNACIO BERRONDO AVALOS,10207
578,PL/10208/EXP/ES/2015,Boulevard San Buenaventura No. 48,México,Ixtapaluca,Inmobiliaria Canutillo SA de CV,10208
580,PL/10209/EXP/ES/2015,Carretera El Higo La Y Km 2 S/N,Veracruz de Ignacio de la Llave,El Higo,PETRO FUELS APASEO EL ALTO SA DE CV,10209
582,PL/1021/EXP/ES/2015,Pensador Mexicano No. 61,Hidalgo,Actopan,"GASOACT,S.A.DE CV. (ES09065)",1021
585,PL/10210/EXP/ES/2015,Avenida Cuauhtémoc Mz. 1 Lt. 4,México,Ixtapaluca,Inmobiliaria Canutillo SA de CV,10210
587,PL/10211/EXP/ES/2015,Collado Esquina Cuauhtemoc 4492,Veracruz de Ignacio de la Llave,Veracruz,SUPER SERVICIO DE CUAUHTEMOC Y COLLADO SA DE CV,10211
589,PL/10212/EXP/ES/2015,Avenida Cuauhtémoc No. 1,México,Ixtapaluca,Inmobiliaria Canutillo SA de CV,10212
592,PL/10213/EXP/ES/2015,Km 88.5 Carretera Colima - Manzanillo,Colima,Manzanillo,AUTOSERVICIO EL COLOMO S.A DE C.V.,10213
595,PL/10214/EXP/ES/2015,Ucum – La Unión Entroque Al Ingenio Km 34 Sn,Quintana Roo,Othón P. Blanco,ESTACION DE SERVICIOS PUCTE SPR,10214
597,PL/10215/EXP/ES/2015,Carretera Chihuahua - Cd. Juárez Km 23,Chihuahua,Chihuahua,servicio 23k sa de cv,10215
600,PL/10216/EXP/ES/2015,Prolongación Juan Soto S/N,Veracruz de Ignacio de la Llave,Alvarado,SERVICIO ISLA S.A. DE C.V.,10216
602,PL/10217/EXP/ES/2015,Autopista Zapotlanejo-Lagos de Moreno Km 39.460,Jalisco,Tepatitlán de Morelos,FABRICACION Y MONTAJES INDUSTRIALES ZAIMER SA DE C,10217
605,PL/10218/EXP/ES/2015,Calle 10 No. 2625,Veracruz de Ignacio de la Llave,Córdoba,SUPER GAS LAS FUENTES SA DE CV,10218
608,PL/10219/EXP/ES/2015,Avenida Javier Rojo Gomez Lt. 1,Quintana Roo,Othón P. Blanco,GASOLINERA CAÑA BRAVA SA DE CV,10219
611,PL/1022/EXP/ES/2015,Carretera México Tepexpan Parcela No. 441 Z,México,Ecatepec de Morelos,Servicios Energeticos Hergom SA de CV,1022
614,PL/10221/EXP/ES/2015,Avenida 13 Calles 8 Y 10 No. 800,Veracruz de Ignacio de la Llave,Córdoba,"SERVICIO LOS CAFETOS DE CORDOBA, S.A. DE C.V.",10221
617,PL/10222/EXP/ES/2015,Vialidad Toluca-Naucalpan No. 732,México,Toluca,"ECV, SA DE CV",10222
619,PL/10223/EXP/ES/2015,Calle Tercera No. 101,Baja California,Mexicali,CARLOS ENRIQUE GARIBALDI MUNGUIA,10223
622,PL/10224/EXP/ES/2015,Libramiento Paseo de La Republica Noroeste 5433,Michoacán de Ocampo,Morelia,FRANCISCO SEGOVIA MARTINEZ,10224
625,PL/10225/EXP/ES/2015,Carretera Guadalajara-La Piedad,Jalisco,Zapotlanejo,NUEVO SERVICIO CASTILLO,10225
628,PL/10226/EXP/ES/2015,Avenida Hidalgo No. 393,Jalisco,Zapotlanejo,Servicio Castillo S.A. de C.V.,10226
631,PL/10227/EXP/ES/2015,Carretera Estatal 330 Amealco-San Idelfonso Km 20,Querétaro,Amealco de Bonfil,JOSE LUIS VAZQUEZ JIMENEZ,10227
634,PL/10228/EXP/ES/2015,Carretera Est.F.Carrillo Puerto-Crucero La Ruana Km 2,Michoacán de Ocampo,Buenavista,SERVICIO FEMEMA SA DE CV,10228
637,PL/10229/EXP/ES/2015,Carretera Nacional México Laredo No. 300,Tamaulipas,El Mante,"COMERCIALIZADORA DE COMBUSTIBLES TAMAULIPECA, S.A. DE C.V.",10229
640,PL/1023/EXP/ES/2015,Avenida Alfredo del Mazo Mz.20 No. 71,México,Ecatepec de Morelos,Servicio La Montañesa SA de CV,1023
643,PL/10231/EXP/ES/2015,Domicilio Conocido,Chihuahua,Guazapares,GASOLINERIA TEMORIS S.A. DE C.V.,10231
647,PL/10232/EXP/ES/2015,Boulevard Universitarios 445,Sinaloa,Culiacán,SERVICIOS INTEGRALES MARY SA DE CV,10232
650,PL/10233/EXP/ES/2015,Carretera Texcoco-Lecheria Km 7.5,México,Atenco,COMERCIAL ONASISS SA DE CV,10233
653,PL/10234/EXP/ES/2015,Carretera Cárdenas -Rayon Km 0.850,San Luis Potosí,Cárdenas,"UNION DE GASOLINEROS LAS TORRES, SA DE CV  E12587",10234
655,PL/10235/EXP/ES/2015,Carretera Cotija-Zamora Km 1,Michoacán de Ocampo,Cotija,GASOLINERA COTIJA SA DE CV,10235
658,PL/10236/EXP/ES/2015,Carretera Transistmica Km 17.5,Veracruz de Ignacio de la Llave,Minatitlán,SERVICIO LAS MATAS SA DE CV,10236
661,PL/10237/EXP/ES/2015,Avenida Rafael Palomera No. 3000,Jalisco,La Huerta,AUTO SERVICIO SUR DE LA COSTA ALEGRE S.A DE C.V,10237
664,PL/10238/EXP/ES/2015,Carretera Pinos-La Blanca Km,Zacatecas,Villa Hidalgo,BLANCA ARACELI REYES ZARZOSA,10238
666,PL/10239/EXP/ES/2015,Carretera Hidalgo-Agostitlán Km 10.00 S/N,Michoacán de Ocampo,Hidalgo,GASOLINERA EL CORTIJO S.A DE C.V.,10239
669,PL/1024/EXP/ES/2015,Boulevard Miguel Alemán No. 407,México,Toluca,Servicios Energeticos Mexiquenses SA de CV,1024
672,PL/10240/EXP/ES/2015,Carretera Via Corta Santa Ana-Puebla Km 9+600,Tlaxcala,Santa Isabel Xiloxoxtla,"SERVICIO TEOLOCHOLCO, S.A. DE C.V.",10240
675,PL/10241/EXP/ES/2015,Constituyentes No. 2767,Sinaloa,Culiacán,MULTISERVICIOS COMBUSTIBLES Y LUBRICANTES LA 20 SA,10241
678,PL/10242/EXP/ES/2015,Carretera Nacional Y Platon Sanchez S/N,Veracruz de Ignacio de la Llave,Tantoyuca,"GASOLINERA GONZALEZ, S.A. DE C.V.",10242
681,PL/10243/EXP/ES/2015,Calle Plan de Guadalupe S/N,Coahuila de Zaragoza,Monclova,SERVICIO Y REFACCIONES ZAMA SA DE CV,10243
684,PL/10244/EXP/ES/2015,Avenida Camino del Seri 1242,Sonora,Hermosillo,"GP GASOLINERA PERINORTE, S.A. DE C.V.",10244
686,PL/10245/EXP/ES/2015,Libramiento La Y Griega Huamantla Km 5 S/N,Tlaxcala,Apizaco,SUPERSERVICIO SAETA S.A. DE C.V.,10245
689,PL/10246/EXP/ES/2015,Km 341.5 Carretera Cordoba-Veracruz S/N,Veracruz de Ignacio de la Llave,Córdoba,"SERVICIOS UNIDOS TINAJAS, S.A. DE C.V.",10246
691,PL/10247/EXP/ES/2015,Cuauhtemoc No. 716,Nuevo León,Cadereyta Jiménez,"GASOLINERA JUDEL CHIHUAHUITA, SA DE CV",10247
693,PL/10248/EXP/ES/2015,Avenida División del Norte No. 1917,Ciudad de México,Benito Juárez,"Gasolineria División Zapata, S.A. de C.V.",10248
695,PL/10249/EXP/ES/2015,Km 63.3 Carretera La Piedad-Carapan,Michoacán de Ocampo,Purépero,ALEJANDRO GONZALEZ CIPRES,10249
697,PL/1025/EXP/ES/2015,Carretera Internacional Santa Ana-Caborca Km 2.5,Sonora,Santa Ana,"PETROLIFEROS LA TERRITORIAL, S. DE R.L. DE C.V.",1025
700,PL/10250/EXP/ES/2015,Avenida del Telefono No. 113,Nuevo León,Apodaca,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",10250
702,PL/10252/EXP/ES/2015,Avenida Benito Juárez No. 1209,Nuevo León,Guadalupe,"SUPER SERVICIO EXPO, S. A. DE C. V.",10252
705,PL/10253/EXP/ES/2015,Camino Terraceria Independencia Finca Cuxtepec Km 32+100,Chiapas,La Concordia,RICARDO IBARRA BAUMANN,10253
707,PL/10254/EXP/ES/2015,Carretera Tepatitlán-Capilla de Guadalupe Km 36.500,Jalisco,Tepatitlán de Morelos,"GASOLINERA BUSTOS DE LA MORA, S.A. DE C.V.",10254
710,PL/10255/EXP/ES/2015,Carretera a Las Pampas Km 2,Chihuahua,Jiménez,"ABASTECEDORA DE COMBUSTIBLES, S.A. DE C.V.",10255
713,PL/10256/EXP/ES/2015,Avenida Miguel Hidalgo No. 17,San Luis Potosí,Rayón,ENERGETICOS DEL PUERTO RAYON ,10256
716,PL/10257/EXP/ES/2015,Carretera Irimbo-Maravatio Km 5,Michoacán de Ocampo,Irimbo,JOSE JAIME LOPEZ MERLOS,10257
719,PL/10258/EXP/ES/2015,Carretera Federal Martinez San Rafael Km 66+200,Veracruz de Ignacio de la Llave,Martínez de la Torre,GASADER,10258
722,PL/10259/EXP/ES/2015,Domicilio Conocido Carretera Tecomatlán-Piaxtla,Puebla,Tecomatlán,SOC. COOP. AGROP. REGIONAL ANTORCHA CAMPESINA SCL,10259
725,PL/1026/EXP/ES/2015,Boulevard La Luz No. 4802,Guanajuato,León,"ESTACION DE SERVICIO LEON, S.DER.L. DE C.V.",1026
728,PL/10260/EXP/ES/2015,Km 2.5 Carretera Tlapa-Pue.Cuadrilla del Carmen,Guerrero,Tlapa de Comonfort,JUAN MANUEL CELIS AGUIRRE,10260
731,PL/10261/EXP/ES/2015,Boulevard Laguna No. 1198,Coahuila de Zaragoza,Torreón,BRASIL ALBERTO ACOSTA PEÑA,10261
733,PL/10262/EXP/ES/2015,Km 37+781 Carretera San Luis Rio Colorado - Mexicali Tr.Aerop-Mex,Baja California,Mexicali,AUTO SERVICIO M5 S.A. DE C.V.,10262
736,PL/10263/EXP/ES/2015,Km 25+0045 Tramo Oteapan Soteapan,Veracruz de Ignacio de la Llave,Mecayapan,ISAURA MECALCO ESCALONA,10263
738,PL/10264/EXP/ES/2015,Avenida Sidermex Esquina Libramiento Carlos Salinas G. No. 1400,Coahuila de Zaragoza,Monclova,SERVICIO LOZANO S.A DE C.V ,10264
741,PL/10265/EXP/ES/2015,Oriental Esquina Con Boulevard San Buena No. 120,Coahuila de Zaragoza,Frontera,SERVICIO LOZANO S.A DE C.V ,10265
743,PL/10266/EXP/ES/2015,Km 12+100 Carretera Comalcalco-Villa Tecolutilla,Tabasco,Comalcalco,GRUPO HERCO S. A. DE C. V.,10266
746,PL/10267/EXP/ES/2015,Camino a San Pablo No. 111,México,Tecámac,"GRUPO GASOLINERO TITAN, SA DE CV",10267
749,PL/10268/EXP/ES/2015,Avenida Francisco I. Madero No. 390,Michoacán de Ocampo,Apatzingán,GERARDO DELGADO VALENCIA,10268
752,PL/10269/EXP/ES/2015,Santiago No. 230,Jalisco,Ixtlahuacán de los Membrillos,ENRIQUE ENCISO DIAZ,10269
755,PL/1027/EXP/ES/2015,Boulevard La Luz No. 5115,Guanajuato,León,"ESTACION DE SERVICIO LEON, S.DER.L. DE C.V.",1027
757,PL/10271/EXP/ES/2015,Carretera Fed. Toluca-Cd. Altamirano Sn,Michoacán de Ocampo,San Lucas,ESTACION DE SERVICIO RIVA PALACIO SA DE CV,10271
760,PL/10272/EXP/ES/2015,Zaragoza No. 2,Michoacán de Ocampo,Juárez,RAQUEL MORALES RICO,10272
763,PL/10275/EXP/ES/2015,Eje 10 Sur No. 2 Mz. 39 Lt. 1,México,Chalco,ESTACION 10 SUR S.A. DE C.V. ,10275
766,PL/10276/EXP/ES/2015,Avenida Francisco I. Madero No. 7600,Michoacán de Ocampo,Morelia,"SUPER SERVICIO COINTZIO, S.A. DE C.V. ",10276
769,PL/10277/EXP/ES/2015,Carretera Altamirano Coyuca 2200,Guerrero,Pungarabato,"GRUPO CRISAN, S. A. de C. V.",10277
772,PL/10278/EXP/ES/2015,Boulevard Carmen Serdan No. 155,Puebla,Puebla,"DISTRIBUIDORA SAN CHARBEL, SA DE CV ",10278
775,PL/10279/EXP/ES/2015,Carretera México-Cuautitlán Km 31.5,México,Cuautitlán,"CORPORACIÓN GASOLINERA MILLENIUM, S.A. DE C.V.",10279
778,PL/1028/EXP/ES/2015,Prolongación Efrén Rebolledo No. 344,Hidalgo,Actopan,"LAS MEJORES ESTACIONES, S.A DE C.V",1028
780,PL/10280/EXP/ES/2015,Libramiento a Palomas No. 488,Hidalgo,Mineral de la Reforma,"CONSORCIO GASOLINERO ARPABRE, SA DE CV",10280
783,PL/10281/EXP/ES/2015,Km 2532 Pto. Peñasco Sonoita Son.,Sonora,General Plutarco Elías Calles,"ESTACION DE SERVICIOS EL CAPITAN, SA DE CV ",10281
786,PL/10282/EXP/ES/2015,Avenida Felipe Angeles No. 47,Hidalgo,Tepeapulco,Leonila Calderon Vargas,10282
788,PL/10283/EXP/ES/2015,Carretera Transpeninsular No. 10887,Baja California,Ensenada,SERVICIO PENSION S.A. DE C.V.,10283
790,PL/10284/EXP/ES/2015,Avenida Rio de La Piedad No. 156 Y Calle 47,Ciudad de México,Venustiano Carranza,"Servicio Ciudad Deportiva, S.A. de C.V.",10284
792,PL/10285/EXP/ES/2015,Km 37 Mas 960 Carretera Morelia - Quiroga S/N,Michoacán de Ocampo,Quiroga,LUIS EDUARDO SORIA GONZALEZ,10285
795,PL/10286/EXP/ES/2015,Avenida Paez Urquidi Esquina Calle 20,Campeche,Carmen,"Servicio Imperial de Mexico, S.A. de C.V.",10286
799,PL/10287/EXP/ES/2015,Autopista México-Acapulco Km 119.08,Morelos,Puente de Ixtla,"GAS BRA, S.A. DE C.V.",10287
802,PL/10288/EXP/ES/2015,Boulevard Forjadores No. 19,Puebla,Cuautlancingo,ESTACION DE SERVICIOS GEMMA LOS ANGELES SA DE CV,10288
805,PL/10289/EXP/ES/2015,Avenida Cadete Vicente Suarez No. 25,Puebla,Puebla,GASOLINERA C V S DE PUEBLA SA DE CV,10289
807,PL/1029/EXP/ES/2015,Avenida Brasil Y Calle Lima No. 399,Baja California,Mexicali,"SKYGAS, S. DE R.L. DE C.V.",1029
809,PL/10290/EXP/ES/2015,Carret Pichucalco - Juárez Km 1 Esquina Dominguilla,Chiapas,Pichucalco,GRUPO GASOLINERO ROMA S.A. DE C.V.,10290
812,PL/10291/EXP/ES/2015,Calle Paseo Te No. 18603,Baja California,Tijuana,MARIA SILVIA URETA SANCHEZ,10291
814,PL/10292/EXP/ES/2015,Avenida Ruta Independencia No. 5000,Baja California,Tijuana,JOHANNA ISAURA ARELLANO URETA,10292
816,PL/10293/EXP/ES/2015,Avenida Claveria No. 27,Ciudad de México,Azcapotzalco,SERVICIO CLAVERIA S.A. DE C.V.,10293
818,PL/10294/EXP/ES/2015,Boulevard de Los Rios Km 2.8 No. 1004,Tamaulipas,Altamira,"TRACTO CENTER, SA DE CV",10294
821,PL/10295/EXP/ES/2015,Boulevard Sanchez Taboada No. 2 Lt. 2 Mz. 466,Baja California,Tijuana,SILVIA ARELLANO URETA,10295
823,PL/10296/EXP/ES/2015,Avenida Hidalgo No. 6108,Tamaulipas,Tampico,"TRACTO CENTER, SA DE CV",10296
825,PL/10297/EXP/ES/2015,Boulevard Adolfo López Mateos 1001 Sur,Tamaulipas,Ciudad Madero,"TRACTO CENTER, SA DE CV",10297
827,PL/10298/EXP/ES/2015,Avenida de La Industria No. 13850,Tamaulipas,Altamira,"TRACTO CENTER, SA DE CV",10298
830,PL/10299/EXP/ES/2015,Boulevard Harold R. Pape No. 916,Coahuila de Zaragoza,Monclova,ESTACION DE SERVICIO EL CRUCERO SA DE CV,10299
832,PL/1030/EXP/ES/2015,Calle 5ta. Y Calzada Los Insurgentes Estación Victoria Km 43,Baja California,Mexicali,FRANCISCO JAVIER GONZALEZ CASTRO,1030
835,PL/10300/EXP/ES/2015,Camino de Acceso a Xochitepec No. 7,Morelos,Xochitepec,XOCHIGAS S.A. DE C.V.,10300
838,PL/10301/EXP/ES/2015,Libramiento Sur Oriente No. 102,Guanajuato,Santa Cruz de Juventino Rosas,RAYMUNDO NAVARRO GODINEZ,10301
841,PL/10302/EXP/ES/2015,Avenida Morelos Norte 6650,Michoacán de Ocampo,Morelia,MAURICIO PRIETO GOMEZ,10302
844,PL/10303/EXP/ES/2015,Avenida Miguel Hidalgo Norte 86,Michoacán de Ocampo,Hidalgo,"SERVICIOS HERMANOS MEDINA LOPEZ, S.A. DE C.V. ",10303
847,PL/10304/EXP/ES/2015,Dr. José María Vertiz No. 419,Ciudad de México,Cuauhtémoc,YUMKA SA DE CV,10304
850,PL/10305/EXP/ES/2015,Km 12 Carretera Tala-Etzatlán Y Calle Romero Gil,Jalisco,Teuchitlán,VICTOR HUGO REYNOSO MADRIGAL,10305
853,PL/10306/EXP/ES/2015,Carretera Guadalajara-Talpa Crucero Atenguillo,Jalisco,Atenguillo,"SERVICIO LAS CHIQUILLAS S.A. DE C.V,",10306
856,PL/10307/EXP/ES/2015,Miguel Hidalgo No. 825,Colima,Manzanillo,AUTO SERVICIO MALECON S.A DE C.V.,10307
859,PL/10308/EXP/ES/2015,Avenida Adolfo López Mateos No. 324,México,Zinacantepec,AUTOSERVICIO DEL VALLE DE ZINACANTEPEC SA DE CV,10308
862,PL/10309/EXP/ES/2015,Avenida 5 de Mayo No. 3,Michoacán de Ocampo,Zamora,"INMOBILIARIA SAMICH, S.A. DE C.V.",10309
864,PL/1031/EXP/ES/2015,Boulevard Benito Juárez No. 25650,Baja California,Playas de Rosarito,RAMON ALEJANDRO RUELAS FLORES,1031
866,PL/10310/EXP/ES/2015,Avenida 20 de Noviembre No. 1328,Jalisco,Ocotlán,"INMOBILIARIA SAMICH, S.A. DE C.V.",10310
869,PL/10311/EXP/ES/2015,Avenida Constitución No. 485,Jalisco,Tlajomulco de Zúñiga,"ESTACION DE SERVICIOS GOMCO, S.A. DE C.V.",10311
872,PL/10312/EXP/ES/2015,Avenida Revolución No. 1300,Jalisco,La Barca,"INMOBILIARIA SAMICH, S.A. DE C.V.",10312
875,PL/10313/EXP/ES/2015,Avenida Francisco I. Madero No. 427,Michoacán de Ocampo,Zamora,"INMOBILIARIA SAMICH, S.A. DE C.V.",10313
878,PL/10314/EXP/ES/2015,Km 121+000 No. 5304 Autopista Puebla-México,Puebla,Puebla,Servicio Makana SA de CV,10314
881,PL/10315/EXP/ES/2015,Carretera 54 Guadalajara - Zacatecas Km 278.15,Zacatecas,Villanueva,SOCIEDAD DE PRODUCCION RURAL FELIPE ANGELES S. DE ,10315
884,PL/10316/EXP/ES/2015,Calle 1 Avenida 16 de Septiembre No. 108,Yucatán,Hunucmá,IRMA YOLANDA SOLIS BARRERA,10316
885,PL/10317/EXP/ES/2015,Avenida Cuauhtémoc No. 4421,México,Ixtapaluca,SERVICIO CINTURON DE ORION S.A DE C.V,10317
888,PL/10318/EXP/ES/2015,Calzada Zamora-Jacona No. 845,Michoacán de Ocampo,Jacona,"INMOBILIARIA SAMICH, S.A. DE C.V.",10318
891,PL/10319/EXP/ES/2015,Avenida Carmelo Perez No. 13,México,Nezahualcóyotl,"SERVICIO HARRIER, S.A. DE C.V.",10319
894,PL/1032/EXP/ES/2015,Carretera Internacional Km 1826,Sonora,Navojoa,"PETROLIFEROS LA TERRITORIAL, S. DE R.L. DE C.V.",1032
896,PL/10320/EXP/ES/2015,Carretera México-Huichapan Km 147,Hidalgo,Nopala de Villagrán,"LAS MEJORES ESTACIONES, S.A DE C.V",10320
899,PL/10321/EXP/ES/2015,Carretera Hermosillo Ures Entronq.Carretera del Real A.No. 1,Sonora,Hermosillo,servicios del real del alamito s.a de c.v,10321
902,PL/10322/EXP/ES/2015,Avenida Presidente Lázaro Cárdenas Sur No. 40 Esquina Valle Nacional,Michoacán de Ocampo,Jiquilpan,"INMOBILIARIA SAMICH, S.A. DE C.V.",10322
905,PL/10323/EXP/ES/2015,Libramiento Paso del Toro-Santa Fe Km 8.9,Veracruz de Ignacio de la Llave,Medellín de Bravo,VFN COMBUSTIBLES S.A.P.I. DE C.V. ,10323
908,PL/10324/EXP/ES/2015,Avenida Chimalhuacan No. 1,México,Nezahualcóyotl,"INMOBILIARIA CHALCA HOTELERA, S.A. DE C.V. ",10324
911,PL/10325/EXP/ES/2015,Avenida Leandro Valle No. 1005 Y Avenida Vicente Guerrero,Morelos,Cuernavaca,"Servicio Plaza Cuernavaca, S.A. DE C.V.",10325
913,PL/10326/EXP/ES/2015,Carretera Cuautepec - Tepeapulco Km 31.5,Hidalgo,Cuautepec de Hinojosa,CRISTOBAL VAZQUEZ GARCIA,10326
