,Numero,Direccion,EntidadFederativaId,MunicipioId,Nombre,Apoyo 2
3967,PL/1238/EXP/ES/2015,Cucapah No. 20360,Baja California,Tijuana,"ESTACION PIRU, S.A. DE C.V.",1238
3969,PL/1239/EXP/ES/2015,Paseo de Los Insurgentes No. 92,Baja California,Mexicali,GRUPO EMPRESARIAL CACHANILLA SA DE CV,1239
3972,PL/1240/EXP/ES/2015,A. Serdán No. 500,Sinaloa,Ahome,MULTISERVICIOS LA PILARICA SA DE CV ,1240
3974,PL/1241/EXP/ES/2015,Aguamilpa No. 354 Norte Ciudad Industrial Tepic Nayarit,Nayarit,Tepic,"COMBU-EXPRESS, S.A. DE C.V.",1241
3977,PL/1242/EXP/ES/2015,Juárez No. 248,Jalisco,Villa Purificación,"COMBU-EXPRESS, S.A. DE C.V.",1242
3980,PL/1243/EXP/ES/2015,Avenida Casimiro Castillo No. 501,Jalisco,Casimiro Castillo,"COMBU-EXPRESS, S.A. DE C.V.",1243
3983,PL/1244/EXP/ES/2015,Carretera Federal Guadalajara - Barra de Navidad Km 193.125,Jalisco,Casimiro Castillo,"COMBU-EXPRESS, S.A. DE C.V.",1244
3986,PL/1245/EXP/ES/2015,Emiliano Zapata No. 51,Jalisco,La Huerta,"COMBU-EXPRESS, S.A. DE C.V.",1245
3989,PL/1246/EXP/ES/2015,Abasolo No. 297,Guanajuato,Celaya,"COMBU-EXPRESS, S.A. DE C.V.",1246
3991,PL/1247/EXP/ES/2015,Carretera Celaya-Salvatierra Km 8.2,Guanajuato,Celaya,"COMBU-EXPRESS, S.A. DE C.V.",1247
3994,PL/1248/EXP/ES/2015,Prolongación Independencia No. 324,Guanajuato,Apaseo el Alto,"COMBU-EXPRESS, S.A. DE C.V.",1248
3997,PL/1249/EXP/ES/2015,Carretera Celaya-San Miguel de Allende 1173 Km 1.8,Guanajuato,Celaya,"COMBU-EXPRESS, S.A. DE C.V.",1249
4000,PL/1250/EXP/ES/2015,Avenida Tecnológico No. 601,Guanajuato,Celaya,"COMBU-EXPRESS, S.A. DE C.V.",1250
4002,PL/1251/EXP/ES/2015,Carretera Celaya-Salvatierra Km 10 S/N,Guanajuato,Celaya,"COMBU-EXPRESS, S.A. DE C.V.",1251
4005,PL/1252/EXP/ES/2015,Avenida Constituyentes No. 279,Guanajuato,Celaya,"COMBU-EXPRESS, S.A. DE C.V.",1252
4008,PL/1253/EXP/ES/2015,Eje Vial Nor Poniente Manuel J. Clouthier No. 728,Guanajuato,Celaya,"COMBU-EXPRESS, S.A. DE C.V.",1253
4011,PL/1254/EXP/ES/2015,Avenida Constituyentes No. 296,Guanajuato,Celaya,"COMBU-EXPRESS, S.A. DE C.V.",1254
4014,PL/1255/EXP/ES/2015,Carretera Federal Celaya-Salamanca Km 5 S/N,Guanajuato,Celaya,"COMBU-EXPRESS, S.A. DE C.V.",1255
4017,PL/12551/EXP/ES/2015,Avenida Ruiz Cortines No. 3505 Poniente,Nuevo León,Monterrey,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",12551
4019,PL/12552/EXP/ES/2015,José María Morelos 34,Michoacán de Ocampo,Lázaro Cárdenas,BERTA ALICIA VALENCIA ESPINOSA,12552
4022,PL/12553/EXP/ES/2015,Carretera Nopala -Huichapan No. 28,Hidalgo,Nopala de Villagrán,PETRO 107 SA DE CV,12553
4025,PL/12554/EXP/ES/2015,Carretera Internacional Cristobal Colon Km 114,Puebla,Tehuitzingo,HERMENEGILDO LOPEZ ARMENTA,12554
4028,PL/12555/EXP/ES/2015,Carretera Est.Tatahuicapan de Juárez-Huanzun Km 1.247,Veracruz de Ignacio de la Llave,Tatahuicapan de Juárez,MARIO BELTRAN RODRIGUEZ,12555
4031,PL/12556/EXP/ES/2015,Juárez No. 503,Nuevo León,García,ARNULFO FERNANDEZ ESPARZA,12556
4034,PL/12557/EXP/ES/2015,Puerto de Abrigo El Cuyo S/N,Yucatán,Tizimín,JOSE GABRIEL ESCALANTE Y SUCESORES SRL DE CV,12557
4035,PL/12558/EXP/ES/2015,Calle Guerrero No. 70,Jalisco,Teocuitatlán de Corona,"GASOLINERA SAHAGUN, S.A. DE C.V.",12558
4038,PL/12559/EXP/ES/2015,Boulevard Emiliano Zapata S/N Km 1.2,Morelos,Ayala,"EL CENTENARIO DE ANANECUILCO, S.A. DE C.V.",12559
4041,PL/1256/EXP/ES/2015,Prolongación Avenida Tecnológico No. 980,Guanajuato,Celaya,"COMBU-EXPRESS, S.A. DE C.V.",1256
4044,PL/12560/EXP/ES/2015,Cl Independencia Norte No. 860,Jalisco,Guadalajara,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",12560
4046,PL/12561/EXP/ES/2015,Carretera Fed. México-Puebla Km 68,Puebla,San Salvador el Verde,SERVICIO SAN LUCAS SA DE CV,12561
4049,PL/12562/EXP/ES/2015,Carretera Colotlán No. 5500,Jalisco,Zapopan,"DERIVADORA DE COMBUSTIBLES DEL NORTE, S.A. DE C.V.",12562
4052,PL/12563/EXP/ES/2015,Avenida Nacional No. 245,Jalisco,Tizapán el Alto,NOGALES ENERGETICOS S.A. DE C.V.,12563
4055,PL/12564/EXP/ES/2015,Avenida Mariano Matamoros No. 684,Jalisco,Tepatitlán de Morelos,DARA SERVICIOS S.A. DE C.V.,12564
4057,PL/12565/EXP/ES/2015,Carretera Guadalajara - Puerto Vallarta Km 12.50,Jalisco,Tala,"ARGUS GASOLINERA, S.A. DE C.V.",12565
4060,PL/12566/EXP/ES/2015,Avenida Juárez No. 293,Coahuila de Zaragoza,San Pedro,SUPER SERVICIO EXTRADA S.A. DE C.V.,12566
4063,PL/12567/EXP/ES/2015,5 de Febrero N. 1,Oaxaca,San Pedro Apóstol,"Gasolinera Juquilita, S.A. de C.V.",12567
4065,PL/12568/EXP/ES/2015,Carretera Transpeninsular No. 6,Baja California,Ensenada,"ESTACION DE SERVICIOS EL CAPITAN, SA DE CV ",12568
4068,PL/12569/EXP/ES/2015,Carretera Juárez Porvenir Km 025,Chihuahua,Juárez,FRANCISCO MARTINEZ PUEBLA,12569
4070,PL/1257/EXP/ES/2015,Mariano Abasolo No. 2268,Guanajuato,Irapuato,"COMBU-EXPRESS, S.A. DE C.V.",1257
4073,PL/12570/EXP/ES/2015,Avenida Ignacio Morones Prieto No. 300,Nuevo León,Monterrey,"SERVICIO PLAZA JARDIN, S.A. DE C.V.",12570
4076,PL/12572/EXP/ES/2015,Avenida Ocotlán No. 1,Tlaxcala,Tlaxcala,Gasoltlax Tres SA de CV,12572
4079,PL/12574/EXP/ES/2015,Avenida Doctor Norberto Trevino Zapata (16)No. 1302,Tamaulipas,Victoria,PETRO FUELS SAN FRANCISCO SA DE CV,12574
4081,PL/12575/EXP/ES/2015,Boulevard Toluca-Metepec No. 126 Norte,México,Metepec,"OPERADORA DE MINIESTACIONES COMBUSERV, S.A. DE C.V",12575
4083,PL/12576/EXP/ES/2015,Carretera Cero Km 6.5 Entronque a Santa Teresita,Sinaloa,Sinaloa,GASOLINERA RUBIOS SA DE CV,12576
4086,PL/12577/EXP/ES/2015,Km 51 Carretera Puebla-Oriental,Puebla,Nopalucan,JOSE RODRIGO ZORRILLA RODRIGUEZ,12577
4089,PL/12578/EXP/ES/2015,Carretera Villa Juárez-Cerritos Km 11,San Luis Potosí,Villa Juárez,"SERVICIO SANTA GERTRUDIS, S.A. DE C.V.",12578
4092,PL/12579/EXP/ES/2015,Francisco Gomez No. 62,Oaxaca,San Juan Bautista Tuxtepec,MULTISERVICIOS EN COMBUSTIBLE MAYE DE VERACRUZ,12579
4095,PL/1258/EXP/ES/2015,Boulevard Centenario No. 2111 Poniente,Sinaloa,Ahome,"SERVICIOS DEL VALLE DEL FUERTE, S.A. DE C.V.",1258
4098,PL/12580/EXP/ES/2015,Carretera Federal Amozoc-Teziutlán Km 9+650,Puebla,Tepatlaxco de Hidalgo,"AUTOSERVICO TEPATLAX, S.A. DE C.V.",12580
4101,PL/12581/EXP/ES/2015,Carretera Chihuahua - Cd. Aldama Km 7 S/N,Chihuahua,Chihuahua,SERVICIO BORUNDA SA DE CV,12581
4103,PL/12582/EXP/ES/2015,Carretera El Abra-Los Aztecas Km 15,Tamaulipas,El Mante,ROBERTO UGALDE GUILLEN,12582
4105,PL/12583/EXP/ES/2015,Prolongación Juan Aldama No. 431,Guanajuato,Apaseo el Grande,"COMBUSTIBLES APASEO, S.A. DE C.V.",12583
4108,PL/12584/EXP/ES/2015,Morelos Sn,Jalisco,Tala,"SERVICIO CAÑERO, S.A. DE C.V.",12584
4111,PL/12585/EXP/ES/2015,Carretera Cost.Del Pacifico Pinotepa-Acapulco Km 2 No. 530,Oaxaca,Santiago Pinotepa Nacional,ESTACION DE SERVICIO DORAMAR S.A. DE C.V.,12585
4114,PL/12586/EXP/ES/2015,Carretera Federal Pinotepa-Puerto Escondido Km 16 No. 003,Oaxaca,San Andrés Huaxpaltepec,ESTACION DE SERVICIO PEÑALONSO S.A. DE C.V.,12586
4117,PL/12587/EXP/ES/2015,Boulevard Restauradores 102 Esquina Boulevard Hermanos Aldama,Guanajuato,León,"GASYDISEL DE LEON, S.A. DE C.V.",12587
4120,PL/12588/EXP/ES/2015,Juan de La Barrera 1,Jalisco,Tala,"SERVICIO LA LOMITA, S.A. DE C.V.",12588
4123,PL/12589/EXP/ES/2015,"Bahia San Luis Gonzaga Lt. ""D""",Baja California,Ensenada,NOGALES ENERGETICOS S.A. DE C.V.,12589
4126,PL/1259/EXP/ES/2015,Libramiento Sur Poniente No. 1060,Jalisco,Zapotlán el Grande,"COMBU-EXPRESS, S.A. DE C.V.",1259
4129,PL/12590/EXP/ES/2015,Avenida Mariano Abasolo No. 3190,Guanajuato,Irapuato,OPERADORA URLO SA DE  CV,12590
4131,PL/12591/EXP/ES/2015,Avenida Francisco I. Madero Poniente No. 11721,Michoacán de Ocampo,Morelia,"GASOMICH LA HACIENDA, S.A. DE C.V.",12591
4134,PL/12592/EXP/ES/2015,Boulevard Manuel Gomez Morin Km 1.14 Poniente,San Luis Potosí,Cerritos,"SERVICIO SANTA GERTRUDIS, S.A. DE C.V.",12592
4137,PL/12593/EXP/ES/2015,Avenida Venustiano Carranza No. 699,Nuevo León,Monterrey,Reflex S.A. de C.V. ,12593
4139,PL/12594/EXP/ES/2015,Avenida Aquiles Serdan No. 530,Jalisco,Cihuatlán,SUPER SERVICIO CIBRIAN SA DE CV,12594
4142,PL/12595/EXP/ES/2015,Avenida Revolución No. 2555,Nuevo León,Monterrey,Reflex Revolucion S.A. de C.V.,12595
4144,PL/12596/EXP/ES/2015,Carretera Apan Tepeapulco Km 3.5 S/N,Hidalgo,Apan,VICENTE MUÑOZ SALAS,12596
4147,PL/12597/EXP/ES/2015,Carretera Santa Monica-Pozo de Gamboa Km 37,Zacatecas,Pánuco,MULTISERVICIOS LA LOMITA SA DE CV,12597
4150,PL/12598/EXP/ES/2015,Carretera Uruapan-Angahuan No. 2500 Esquina Avenida Lázaro Cárdenas,Michoacán de Ocampo,Uruapan,COMERCIALIZADORA ANGAHUAN S. DE R.L. DE C.V.,12598
4152,PL/12599/EXP/ES/2015,Boulevard Ejercito Mexicano K.M. 9.5 N.-347,Durango,Gómez Palacio,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",12599
4155,PL/1260/EXP/ES/2015,Avenida Cristóbal Colon No. 660,Jalisco,Zapotlán el Grande,"COMBU-EXPRESS, S.A. DE C.V.",1260
4158,PL/12600/EXP/ES/2015,Avenida Rodrigo Gomez No. 1445,Nuevo León,Monterrey,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",12600
4161,PL/12601/EXP/ES/2015,La Joya No. 103,Tamaulipas,Reynosa,ADRIAN GARCIA VILLAREAL,12601
4164,PL/12602/EXP/ES/2015,Carretera Namiquipa a Chihuahua Km 85.00,Chihuahua,Namiquipa,RAMON ANDUJO MARIN,12602
4167,PL/12603/EXP/ES/2015,Antigua Carretera México Querétaro Km 1+827,Hidalgo,Tepeji del Río de Ocampo,"UNION SERVICIOS PROFESIONALES, S.A. DE C.V.",12603
4170,PL/12604/EXP/ES/2015,Carretera a Pichilingue Km 7.5,Baja California Sur,La Paz,Estación de Servicio Costa Baja SA de CV,12604
4171,PL/12606/EXP/ES/2015,Carretera Nacional Méxco - Laredo Km 14.5 No 4444 Sur,Tamaulipas,Nuevo Laredo,"OPERADORA DE MINIESTACIONES COMBUSERV, S.A. DE C.V",12606
4174,PL/12607/EXP/ES/2015,Carretera Espinal-Papantla Km 600,Veracruz de Ignacio de la Llave,Espinal,SUPER SERVICIO NUEVO BC SA DE CV,12607
4176,PL/12608/EXP/ES/2015,Carretera Cuencame- Gomez Palacio Km 150.5 Cuencame Durango,Durango,Cuencamé,Gasolinera Faza SA de CV,12608
4179,PL/12609/EXP/ES/2015,Paseo del Pescador S/N,Colima,Manzanillo,JUAN DOMINGO FRANCISCO LEAÑO REYES,12609
4182,PL/1261/EXP/ES/2015,Boulevard Costero Miguel de La Madrid No. 15000,Colima,Manzanillo,"COMBU-EXPRESS, S.A. DE C.V.",1261
4185,PL/12610/EXP/ES/2015,Acceso a Candiles 542,Querétaro,Corregidora,GRUPO GASOLINERO BERISA SA DE CV,12610
4187,PL/12611/EXP/ES/2015,Avenida Revolución S/N,Michoacán de Ocampo,La Huacana,"GASOLINERA SAN FRANCISCO, S.A. DE C.V.",12611
4190,PL/12612/EXP/ES/2015,Prolongación 16 de Septiembre No. 1869,Guanajuato,Moroleón,"SERVICIO EL RANCHITO, S.A. DE C.V.",12612
4193,PL/12613/EXP/ES/2015,km 99 Carretera Federal Oriental - Teziutlán,Puebla,Cuyoaco,ISRAEL RECHY MARTINEZ,12613
4196,PL/12614/EXP/ES/2015,Supercarretera Puebla-Teziutlán Km .50+760,Puebla,Cuyoaco,JOSE LUIS RECHY MARTINEZ,12614
4199,PL/12615/EXP/ES/2015,Avenida Juan Aldama No. 201,Baja California,Ensenada,Servicio Magusa S.A de C.V.,12615
4202,PL/12617/EXP/ES/2015,Avenida Romulo F. Hernandez 12,Morelos,Yautepec,CAMINO A COCOYOC SA DE CV,12617
4205,PL/12618/EXP/ES/2015,Rosendo G Castro S/N,Sinaloa,Ahome,COMBUSTIBLE DE LOS MOCHIS SA DE CV ,12618
4208,PL/12619/EXP/ES/2015,Carretera Cristobal Colon-La Zarca (Rodeo-Parral) S/N,Durango,Hidalgo,"Diésel y Gasolina la Zarca, S.A. DE C.V",12619
4210,PL/1262/EXP/ES/2015,Boulevard Posadas Ocampo No. 1102,Guanajuato,Salvatierra,"COMBU-EXPRESS, S.A. DE C.V.",1262
4213,PL/12620/EXP/ES/2015,24 de Marzo No. 13,Puebla,Rafael Lara Grajales,SERVICIOS DEL CENTRO DE RAFAEL LARA GRAJALES S.A. ,12620
4216,PL/12621/EXP/ES/2015,Boulevard Lázaro Cárdenas No. 1400,Baja California,Mexicali,"GRUPO HERCOR GAS, S.A. DE C.V.",12621
4219,PL/12622/EXP/ES/2015,Boulevard Manuel Antonio Romero Zurita S/N.,Tabasco,Paraíso,super servicio quijote sa de cv,12622
4221,PL/12623/EXP/ES/2015,Calzada Heroico Colegio Militar No. 165,Baja California,Mexicali,ADMINISTRADORA DEL COLORADO S. DE R.L. DE C.V.,12623
4223,PL/12624/EXP/ES/2015,Avenida Revolución No. 1220 Int. 1,Querétaro,Querétaro,GASOFAR DE QUERETARO S.A. DE C.V.,12624
4226,PL/12625/EXP/ES/2015,Calle Puerto Yavaros S/N,Baja California Sur,Comondú,SERVICIO QUINAGUI SA DE CV,12625
4229,PL/12626/EXP/ES/2015,Avenida Ignacio Zaragoza No. 2,Veracruz de Ignacio de la Llave,Ursulo Galván,SARA MONTIEL ESCOBAR,12626
4232,PL/12627/EXP/ES/2015,Carretera 30 No. 201,Coahuila de Zaragoza,Sacramento,GRACIELA PATRICIA MARTINEZ RIVERA,12627
4234,PL/12628/EXP/ES/2015,Carretera Toluca-Zihuatanejo S/N.,Guerrero,Cutzamala de Pinzón,SUPER SERVICIO CUTZAMALA SA DE CV ,12628
4236,PL/12629/EXP/ES/2015,Km 38 Carretera Apatzingan-Tepalcatepec,Michoacán de Ocampo,Buenavista,SERVICIO EXPRESS CARRANZA S.A. DE C.V.,12629
4239,PL/1263/EXP/ES/2015,Carretera Panamericana Querétaro-Celaya Km 47 S/N,Guanajuato,Apaseo el Grande,"COMBU-EXPRESS, S.A. DE C.V.",1263
4242,PL/12630/EXP/ES/2015,Km 1+230 Carretera Zitacuaro Tuzantla,Michoacán de Ocampo,Zitácuaro,"servicio la mangana,s.a de c.v.",12630
4245,PL/12631/EXP/ES/2015,Carretera Jiquipilco Naucalpan Km 18+400,México,Jiquipilco,SERVICIO JIQUIPILCO S.A. DE C.V.,12631
4247,PL/12632/EXP/ES/2015,Carretera Fed. No. 15 Km 87 Lt. 11 Mz-2,Michoacán de Ocampo,Zitácuaro,ESTACION DE SERVICIO EL POLVORIN SA DE CV,12632
4250,PL/12633/EXP/ES/2015,Via Morelos No. 485,México,Ecatepec de Morelos,Servicios Energeticos Alfareros  SA de CV,12633
4253,PL/12634/EXP/ES/2015,Avenida Benito Juárez No. 12 Entre Calles Moctezuma Y Mina,Chihuahua,Camargo,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",12634
4255,PL/12635/EXP/ES/2015,Avenida Heroes de Nacozari No. 711,Guanajuato,Irapuato,"GAS EL MOLINO, S.A. DE C.V.",12635
4257,PL/12636/EXP/ES/2015,Avenida Hidalgo No. 301,Chihuahua,Jiménez,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",12636
4260,PL/12637/EXP/ES/2015,Carretera Jimenez - Zavala Km 0.6,Chihuahua,Jiménez,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",12637
4263,PL/12639/EXP/ES/2015,Avenida Juárez No. 414 Entre Las Calles Comonfort Y Abasolo,Chihuahua,Camargo,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",12639
4265,PL/1264/EXP/ES/2015,Torres Landa Esquina 12 de Octubre S/N,Guanajuato,Celaya,"COMBU-EXPRESS, S.A. DE C.V.",1264
4268,PL/12640/EXP/ES/2015,Parcela 97 Z-5 P1/2 No. 97,Chihuahua,Aquiles Serdán,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",12640
4271,PL/12641/EXP/ES/2015,Avenida Miguel Aleman No. 272,Nuevo León,Guadalupe,SUPER SERVICIO LIBERTAD GUADALUPE S.A. DE C.V.,12641
4273,PL/12642/EXP/ES/2015,Carretera Guadalajara-Saltillo Km 54,Zacatecas,Villa de Cos,SERVICIO VILLA DE COS S.A DE C.V.,12642
4276,PL/12643/EXP/ES/2015,Avenida Fernando Baeza Melendez No. 225,Chihuahua,Delicias,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",12643
4278,PL/12644/EXP/ES/2015,Carretera Tlajomulco - San Miguel Cuyutlán Km 7.70,Jalisco,Tlajomulco de Zúñiga,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",12644
4281,PL/12645/EXP/ES/2015,Sor Juana Ines de La Cruz No. 1707,Chihuahua,Jiménez,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",12645
4284,PL/12647/EXP/ES/2015,Calle 20 Por 25 No. 111,Yucatán,Mérida,Servicios Ecológicos de Yucatán S. de R.L. de C.V.,12647
4286,PL/12648/EXP/ES/2015,Carretera León - San Francisco del Rincón 4050,Guanajuato,León,GRUPO GASOLINERO DEL BAJIO SA DE CV,12648
4289,PL/12649/EXP/ES/2015,Avenida México Sur No. 50,México,Villa Guerrero,LEONEL ROSAL NAVA FLORES,12649
4291,PL/1265/EXP/ES/2015,Carretera Federal Querétaro-Celaya Km 28.5 S/N,Guanajuato,Apaseo el Alto,"COMBU-EXPRESS, S.A. DE C.V.",1265
4294,PL/12650/EXP/ES/2015,Sebastian Lerdo de Tejada No. 80,México,Coatepec Harinas,GASOLINERA DIMARO SA DE CV,12650
4297,PL/12651/EXP/ES/2015,Carretera Federal 200 Tepic-Pto. Vallarta Km 36.69,Nayarit,Compostela,grupo bazem s. a. de c. v.,12651
4300,PL/12652/EXP/ES/2015,Km 63+800 Carretera Carapan-Uruapan,Michoacán de Ocampo,Uruapan,FELIX ALEJANDRO HERRERA MURILLON,12652
4303,PL/12653/EXP/ES/2015,Calle del Almirante S/N,Sonora,Guaymas,NAUTI GAS SA DE CV,12653
4305,PL/12654/EXP/ES/2015,Carretera Periban-Buenavista Km 2.5 S/N,Michoacán de Ocampo,Peribán,GRUPO ALVAMO SA DE CV ,12654
4308,PL/12655/EXP/ES/2015,Km 10 Carretera Anton Lizardo-Boca del Rio No. 638,Veracruz de Ignacio de la Llave,Alvarado,"GRUPO GASOLINERO CASABLANCA , S.A DE C.V.",12655
4311,PL/12656/EXP/ES/2015,Prolongación A.V. Principal No. 265,Veracruz de Ignacio de la Llave,Alvarado,"GRUPO GASOLINERO CASABLANCA , S.A DE C.V.",12656
4314,PL/12657/EXP/ES/2015,Avenida Tecnológico No. 5678,Chihuahua,Juárez,SUPER SERVICIO HERRERA DEL NORTE SA DE CV,12657
4316,PL/12658/EXP/ES/2015,Parcela 180 Z-5 P 1/2 No. 180,Chihuahua,Aquiles Serdán,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",12658
4319,PL/12659/EXP/ES/2015,Avenida Haciendas del Valle No. 6705,Chihuahua,Chihuahua,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",12659
4321,PL/1266/EXP/ES/2015,Vicente Guerrero Esquina Calle Pípila No. 500,Guanajuato,Apaseo el Grande,"COMBU-EXPRESS, S.A. DE C.V.",1266
4324,PL/12660/EXP/ES/2015,Carretera Palmar Chico-Tejupilco Km 3 S/N,México,Amatepec,FELIX EDUARDO LOPEZ RODRIGUEZ,12660
4327,PL/12661/EXP/ES/2015,Calle 10 No. 1032,Baja California,Ensenada,"OPERADORES DE ESTACIONES DE ENSENADA, S.A. DE C.V.",12661
4330,PL/12662/EXP/ES/2015,Avenida Kiliwas No. 425,Baja California,Ensenada,"OPERADORES DE ESTACIONES DE ENSENADA, S.A. DE C.V.",12662
4332,PL/12663/EXP/ES/2015,Libramiento Sur No. 1502,Baja California,Ensenada,"OPERADORES DE ESTACIONES DE ENSENADA, S.A. DE C.V.",12663
4335,PL/12664/EXP/ES/2015,Calle B. Juárez Norte No. 215,Coahuila de Zaragoza,General Cepeda,SERVICIOS ENERGETICOS LAS HACIENDAS GRAL CEPEDA SA,12664
4337,PL/12665/EXP/ES/2015,Boulevard Hidalgo No. 701,Tamaulipas,Reynosa,BURGOS PLUS GASOLINERAS S.A. DE C.V.,12665
4339,PL/12666/EXP/ES/2015,Rio Presidio No. 598,Baja California,Mexicali,"ESTACION GRUGAS, S. DE R.L. DE C.V.",12666
4341,PL/12668/EXP/ES/2015,Avenida Las Torres No. 6140,Jalisco,Zapopan,"GASOLINERA MARTIN, S.A. DE C.V.",12668
4344,PL/12669/EXP/ES/2015,Avenida Las Torres No. 6165,Jalisco,Zapopan,"GASOLINERA MARTIN, S.A. DE C.V.",12669
4347,PL/1267/EXP/ES/2015,Eje Nor-Poniente Esquina Manuel J. Clouthier No. 502,Guanajuato,Celaya,"COMBU-EXPRESS, S.A. DE C.V.",1267
4350,PL/12670/EXP/ES/2015,Carretera Pozos San José Iturbide Km 10,Guanajuato,San Luis de la Paz,J JESUS VAZQUEZ,12670
4353,PL/12671/EXP/ES/2015,Morelos No. 132,Michoacán de Ocampo,Chavinda,MANUEL CRUZ ZAMBRANO,12671
4356,PL/12672/EXP/ES/2015,Avenida Andrés Quintana Roo Esquina Con Calle Camelias No. 274,Quintana Roo,Othón P. Blanco,Servicios Ecológicos del Mayab S. de R.L. de C.V.,12672
4358,PL/12673/EXP/ES/2015,Valle del Guadiana No. 325,Durango,Gómez Palacio,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",12673
4361,PL/12674/EXP/ES/2015,Calzada del Hueso No. 966,Ciudad de México,Coyoacán,"Servicio el Hueso, S.A. de C.V.",12674
4363,PL/12675/EXP/ES/2015,El Parador-Bahia de Los Angeles Km 63.8,Baja California,Ensenada,SERGIO ARMANDO LOPEZ ESCOBEDO,12675
4365,PL/12676/EXP/ES/2015,Carretera Senguio-Tlalpujahua No. 1,Michoacán de Ocampo,Senguio,MARIA DOLORES BELTRAN PONCE,12676
4368,PL/12677/EXP/ES/2015,Carretera Al Penal Km 5,Querétaro,Querétaro,GABRIELA MONDRAGON YAÑEZ,12677
4371,PL/12678/EXP/ES/2015,Calle Álvaro Obregón No. 33,Jalisco,Cihuatlán,"ESTACION DE SERVICIO MORETT, S.A.",12678
4374,PL/12679/EXP/ES/2015,Boulevard Francisco I. Madero No. 897,Sinaloa,Culiacán,FAJA DE ORO KZ4 SA DE CV,12679
4376,PL/1268/EXP/ES/2015,Carretera Estatal Irapuato - Cueramaro Km 4.5,Guanajuato,Irapuato,"COMBU-EXPRESS, S.A. DE C.V.",1268
4379,PL/12680/EXP/ES/2015,Avenida Lázaro Cárdenas No. 1800,Jalisco,Guadalajara,"Combustibles Olmo, S.A. de C.V:",12680
4382,PL/12681/EXP/ES/2015,Prl Morelos No. 39,Zacatecas,Teúl de González Ortega,Servicio Cascanes S.A. de C.V.,12681
4384,PL/12682/EXP/ES/2015,Avenida Loma Dorada No. 280,Tamaulipas,Reynosa,AUTO SERVICIO LOMA DORADA S.A. DE C.V.,12682
4386,PL/12683/EXP/ES/2015,Avenida Prolongación Madero Lt. 5,México,Tenancingo,"Servicio El Rebozo, S.A. de C.V.",12683
4389,PL/12684/EXP/ES/2015,Calle Panamericana Poniente 4,Querétaro,San Juan del Río,"Servicio Pozo Mineiro, S.A. de C.V.",12684
4392,PL/12685/EXP/ES/2015,Camino Real a Acocomotla No. 2,Puebla,Lafragua,Ezequiel Cuatepitzi Fabian,12685
4394,PL/12686/EXP/ES/2015,Prolongación Manuel Saldana Sur No. 151,Tlaxcala,Chiautempan,Ezequiel Cuatepitzi Fabian,12686
4397,PL/12687/EXP/ES/2015,Calle Zaragoza Esquinaluis Donaldo Colosio No. 61,Tlaxcala,Santa Cruz Quilehtla,MIGUEL ANGEL CUATEPITZI JUAREZ,12687
4400,PL/12688/EXP/ES/2015,Avenida Prolongación Tulipanes No. 1544,Michoacán de Ocampo,Lázaro Cárdenas,SERVICIOS Y COMBUSTIBLES LAZARO CARDENAS SA DE CV,12688
4403,PL/12689/EXP/ES/2015,Prolongación de La 11a. Avenida Sur S/N,Chiapas,Tapachula,LUCIANO ANDRES RUIZ ROBLEDO,12689
4406,PL/1269/EXP/ES/2015,Carretera Federal Querétaro-Celaya Km 30.5 S/N,Guanajuato,Apaseo el Alto,"COMBU-EXPRESS, S.A. DE C.V.",1269
4409,PL/12690/EXP/ES/2015,6ta. Calle Oriente S/N Esquina 21 Avenida Sur No. 58,Chiapas,Cacahoatán,FRANCISCO RUIZ LOPEZ,12690
4411,PL/12691/EXP/ES/2015,Novena Avenida Sur S/N,Chiapas,Tapachula,LUCIANO ANDRES RUIZ ROBLEDO,12691
4414,PL/12692/EXP/ES/2015,Calle Morelos No. 26,Chihuahua,Matachí,AGUEDA JAVALERA VILLALOBOS,12692
4416,PL/12693/EXP/ES/2015,Avenida Juárez No. 12,Chihuahua,Temósachic,AGUEDA JAVALERA VILLALOBOS,12693
4418,PL/12694/EXP/ES/2015,Paraguay Y Vias del Ferrocarril S/N,Chihuahua,Chihuahua,AGUEDA JAVALERA VILLALOBOS,12694
